target_id,rep_id,product_id,fy,quarter,target_qty,target_value_inr
TGT-2024Q4-REP009-CARD03,REP-009,PRD-CARD-03,2024,Q4,513,128228
TGT-2024Q4-REP009-GI02,REP-009,PRD-GI-02,2024,Q4,373,45034
TGT-2024Q4-REP009-RESP03,REP-009,PRD-RESP-03,2024,Q4,337,63300
TGT-2024Q4-REP009-RESP02,REP-009,PRD-RESP-02,2024,Q4,337,63300
TGT-2025Q1-REP009-DIAB01,REP-009,PRD-DIAB-01,2025,Q1,263,65856
TGT-2025Q1-REP009-CARD01,REP-009,PRD-CARD-01,2025,Q1,236,66118
TGT-2025Q1-REP009-CARD03,REP-009,PRD-CARD-03,2025,Q1,236,66118
TGT-2025Q1-REP009-GI02,REP-009,PRD-GI-02,2025,Q1,187,26681
TGT-2025Q1-REP009-RESP03,REP-009,PRD-RESP-03,2025,Q1,272,50536
TGT-2025Q1-REP009-RESP02,REP-009,PRD-RESP-02,2025,Q1,272,50536
TGT-2025Q2-REP009-DIAB01,REP-009,PRD-DIAB-01,2025,Q2,263,65856
TGT-2025Q2-REP009-CARD01,REP-009,PRD-CARD-01,2025,Q2,236,66118
TGT-2025Q2-REP009-CARD03,REP-009,PRD-CARD-03,2025,Q2,236,66118
TGT-2025Q2-REP009-GI02,REP-009,PRD-GI-02,2025,Q2,187,26681
TGT-2025Q2-REP009-RESP03,REP-009,PRD-RESP-03,2025,Q2,272,50536
TGT-2025Q2-REP009-RESP02,REP-009,PRD-RESP-02,2025,Q2,272,50536
TGT-2025Q3-REP009-DIAB01,REP-009,PRD-DIAB-01,2025,Q3,263,65856
TGT-2025Q3-REP009-CARD01,REP-009,PRD-CARD-01,2025,Q3,236,66118
TGT-2025Q3-REP009-CARD03,REP-009,PRD-CARD-03,2025,Q3,236,66118
TGT-2025Q3-REP009-GI02,REP-009,PRD-GI-02,2025,Q3,187,26681
TGT-2025Q3-REP009-RESP03,REP-009,PRD-RESP-03,2025,Q3,272,50536
TGT-2025Q3-REP009-RESP02,REP-009,PRD-RESP-02,2025,Q3,272,50536
TGT-2025Q4-REP009-DIAB01,REP-009,PRD-DIAB-01,2025,Q4,263,65856
TGT-2025Q4-REP009-CARD01,REP-009,PRD-CARD-01,2025,Q4,236,66118
TGT-2025Q4-REP009-CARD03,REP-009,PRD-CARD-03,2025,Q4,236,66118
TGT-2025Q4-REP009-GI02,REP-009,PRD-GI-02,2025,Q4,187,26681
TGT-2025Q4-REP009-RESP03,REP-009,PRD-RESP-03,2025,Q4,272,50536
TGT-2025Q4-REP009-RESP02,REP-009,PRD-RESP-02,2025,Q4,272,50536
TGT-2024Q1-REP010-RESP03,REP-010,PRD-RESP-03,2024,Q1,344,64542
TGT-2024Q1-REP010-CARD02,REP-010,PRD-CARD-02,2024,Q1,523,130743
TGT-2024Q1-REP010-RESP02,REP-010,PRD-RESP-02,2024,Q1,344,64542
TGT-2024Q1-REP010-RESP01,REP-010,PRD-RESP-01,2024,Q1,344,64542
TGT-2024Q1-REP010-GI01,REP-010,PRD-GI-01,2024,Q1,380,45918
TGT-2024Q1-REP010-GI02,REP-010,PRD-GI-02,2024,Q1,380,45918
TGT-2024Q2-REP010-RESP03,REP-010,PRD-RESP-03,2024,Q2,344,64542
TGT-2024Q2-REP010-CARD02,REP-010,PRD-CARD-02,2024,Q2,523,130743
TGT-2024Q2-REP010-RESP02,REP-010,PRD-RESP-02,2024,Q2,344,64542
TGT-2024Q2-REP010-RESP01,REP-010,PRD-RESP-01,2024,Q2,344,64542
TGT-2024Q2-REP010-GI01,REP-010,PRD-GI-01,2024,Q2,380,45918
TGT-2024Q2-REP010-GI02,REP-010,PRD-GI-02,2024,Q2,380,45918
TGT-2024Q1-REP011-RESP02,REP-011,PRD-RESP-02,2024,Q1,351,65783
TGT-2024Q1-REP011-CARD02,REP-011,PRD-CARD-02,2024,Q1,533,133257
TGT-2024Q1-REP011-CARD03,REP-011,PRD-CARD-03,2024,Q1,533,133257
TGT-2024Q1-REP011-RESP01,REP-011,PRD-RESP-01,2024,Q1,351,65783
TGT-2024Q1-REP011-DIAB01,REP-011,PRD-DIAB-01,2024,Q1,546,129764
TGT-2024Q1-REP011-GI01,REP-011,PRD-GI-01,2024,Q1,387,46801
TGT-2024Q2-REP011-RESP02,REP-011,PRD-RESP-02,2024,Q2,351,65783
TGT-2024Q2-REP011-CARD02,REP-011,PRD-CARD-02,2024,Q2,533,133257
TGT-2024Q2-REP011-CARD03,REP-011,PRD-CARD-03,2024,Q2,533,133257
TGT-2024Q2-REP011-RESP01,REP-011,PRD-RESP-01,2024,Q2,351,65783
TGT-2024Q2-REP011-DIAB01,REP-011,PRD-DIAB-01,2024,Q2,546,129764
TGT-2024Q2-REP011-GI01,REP-011,PRD-GI-01,2024,Q2,387,46801
TGT-2024Q3-REP011-RESP02,REP-011,PRD-RESP-02,2024,Q3,351,65783
TGT-2024Q3-REP011-CARD02,REP-011,PRD-CARD-02,2024,Q3,533,133257
TGT-2024Q3-REP011-CARD03,REP-011,PRD-CARD-03,2024,Q3,533,133257
TGT-2024Q3-REP011-RESP01,REP-011,PRD-RESP-01,2024,Q3,351,65783
TGT-2024Q3-REP011-DIAB01,REP-011,PRD-DIAB-01,2024,Q3,546,129764
TGT-2024Q3-REP011-GI01,REP-011,PRD-GI-01,2024,Q3,387,46801
TGT-2024Q4-REP011-RESP02,REP-011,PRD-RESP-02,2024,Q4,351,65783
TGT-2024Q4-REP011-CARD02,REP-011,PRD-CARD-02,2024,Q4,533,133257
TGT-2024Q4-REP011-CARD03,REP-011,PRD-CARD-03,2024,Q4,533,133257
TGT-2024Q4-REP011-RESP01,REP-011,PRD-RESP-01,2024,Q4,351,65783
TGT-2024Q4-REP011-DIAB01,REP-011,PRD-DIAB-01,2024,Q4,546,129764
TGT-2024Q4-REP011-GI01,REP-011,PRD-GI-01,2024,Q4,387,46801
TGT-2025Q1-REP011-RESP02,REP-011,PRD-RESP-02,2025,Q1,282,52518
TGT-2025Q1-REP011-CARD02,REP-011,PRD-CARD-02,2025,Q1,246,68711
TGT-2025Q1-REP011-CARD03,REP-011,PRD-CARD-03,2025,Q1,246,68711
TGT-2025Q1-REP011-RESP01,REP-011,PRD-RESP-01,2025,Q1,282,52518
TGT-2025Q1-REP011-DIAB01,REP-011,PRD-DIAB-01,2025,Q1,274,68439
TGT-2025Q1-REP011-GI01,REP-011,PRD-GI-01,2025,Q1,195,27727
TGT-2025Q2-REP011-RESP02,REP-011,PRD-RESP-02,2025,Q2,282,52518
TGT-2025Q2-REP011-CARD02,REP-011,PRD-CARD-02,2025,Q2,246,68711
TGT-2025Q2-REP011-CARD03,REP-011,PRD-CARD-03,2025,Q2,246,68711
TGT-2025Q2-REP011-RESP01,REP-011,PRD-RESP-01,2025,Q2,282,52518
TGT-2025Q2-REP011-DIAB01,REP-011,PRD-DIAB-01,2025,Q2,274,68439
TGT-2025Q2-REP011-GI01,REP-011,PRD-GI-01,2025,Q2,195,27727
TGT-2025Q3-REP011-RESP02,REP-011,PRD-RESP-02,2025,Q3,282,52518
TGT-2025Q3-REP011-CARD02,REP-011,PRD-CARD-02,2025,Q3,246,68711
TGT-2025Q3-REP011-CARD03,REP-011,PRD-CARD-03,2025,Q3,246,68711
TGT-2025Q3-REP011-RESP01,REP-011,PRD-RESP-01,2025,Q3,282,52518
TGT-2025Q3-REP011-DIAB01,REP-011,PRD-DIAB-01,2025,Q3,274,68439
TGT-2025Q3-REP011-GI01,REP-011,PRD-GI-01,2025,Q3,195,27727
TGT-2025Q4-REP011-RESP02,REP-011,PRD-RESP-02,2025,Q4,282,52518
TGT-2025Q4-REP011-CARD02,REP-011,PRD-CARD-02,2025,Q4,246,68711
TGT-2025Q4-REP011-CARD03,REP-011,PRD-CARD-03,2025,Q4,246,68711
TGT-2025Q4-REP011-RESP01,REP-011,PRD-RESP-01,2025,Q4,282,52518
TGT-2025Q4-REP011-DIAB01,REP-011,PRD-DIAB-01,2025,Q4,274,68439
TGT-2025Q4-REP011-GI01,REP-011,PRD-GI-01,2025,Q4,195,27727
TGT-2024Q1-REP012-GI03,REP-012,PRD-GI-03,2024,Q1,383,46359
TGT-2024Q1-REP012-GI02,REP-012,PRD-GI-02,2024,Q1,383,46359
TGT-2024Q1-REP012-CARD02,REP-012,PRD-CARD-02,2024,Q1,528,132000
TGT-2024Q1-REP012-GI01,REP-012,PRD-GI-01,2024,Q1,383,46359
TGT-2024Q1-REP012-RESP02,REP-012,PRD-RESP-02,2024,Q1,347,65162
TGT-2024Q1-REP012-RESP01,REP-012,PRD-RESP-01,2024,Q1,347,65162
TGT-2024Q2-REP012-GI03,REP-012,PRD-GI-03,2024,Q2,383,46359
TGT-2024Q2-REP012-GI02,REP-012,PRD-GI-02,2024,Q2,383,46359
TGT-2024Q2-REP012-CARD02,REP-012,PRD-CARD-02,2024,Q2,528,132000
TGT-2024Q2-REP012-GI01,REP-012,PRD-GI-01,2024,Q2,383,46359
TGT-2024Q2-REP012-RESP02,REP-012,PRD-RESP-02,2024,Q2,347,65162
TGT-2024Q2-REP012-RESP01,REP-012,PRD-RESP-01,2024,Q2,347,65162
TGT-2024Q3-REP012-GI03,REP-012,PRD-GI-03,2024,Q3,383,46359
TGT-2024Q3-REP012-GI02,REP-012,PRD-GI-02,2024,Q3,383,46359
TGT-2024Q3-REP012-CARD02,REP-012,PRD-CARD-02,2024,Q3,528,132000
TGT-2024Q3-REP012-GI01,REP-012,PRD-GI-01,2024,Q3,383,46359
TGT-2024Q3-REP012-RESP02,REP-012,PRD-RESP-02,2024,Q3,347,65162
TGT-2024Q3-REP012-RESP01,REP-012,PRD-RESP-01,2024,Q3,347,65162
TGT-2024Q4-REP012-GI03,REP-012,PRD-GI-03,2024,Q4,383,46359
TGT-2024Q4-REP012-GI02,REP-012,PRD-GI-02,2024,Q4,383,46359
TGT-2024Q4-REP012-CARD02,REP-012,PRD-CARD-02,2024,Q4,528,132000
TGT-2024Q4-REP012-GI01,REP-012,PRD-GI-01,2024,Q4,383,46359
TGT-2024Q4-REP012-RESP02,REP-012,PRD-RESP-02,2024,Q4,347,65162
TGT-2024Q4-REP012-RESP01,REP-012,PRD-RESP-01,2024,Q4,347,65162
TGT-2025Q1-REP012-GI03,REP-012,PRD-GI-03,2025,Q1,193,27465
TGT-2025Q1-REP012-GI02,REP-012,PRD-GI-02,2025,Q1,193,27465
TGT-2025Q1-REP012-CARD02,REP-012,PRD-CARD-02,2025,Q1,243,68063
TGT-2025Q1-REP012-GI01,REP-012,PRD-GI-01,2025,Q1,193,27465
TGT-2025Q1-REP012-RESP02,REP-012,PRD-RESP-02,2025,Q1,280,52022
TGT-2025Q1-REP012-RESP01,REP-012,PRD-RESP-01,2025,Q1,280,52022
TGT-2025Q2-REP012-GI03,REP-012,PRD-GI-03,2025,Q2,193,27465
TGT-2025Q2-REP012-GI02,REP-012,PRD-GI-02,2025,Q2,193,27465
TGT-2025Q2-REP012-CARD02,REP-012,PRD-CARD-02,2025,Q2,243,68063
TGT-2025Q2-REP012-GI01,REP-012,PRD-GI-01,2025,Q2,193,27465
TGT-2025Q2-REP012-RESP02,REP-012,PRD-RESP-02,2025,Q2,280,52022
TGT-2025Q2-REP012-RESP01,REP-012,PRD-RESP-01,2025,Q2,280,52022
TGT-2025Q3-REP012-GI03,REP-012,PRD-GI-03,2025,Q3,193,27465
TGT-2025Q3-REP012-GI02,REP-012,PRD-GI-02,2025,Q3,193,27465
TGT-2025Q3-REP012-CARD02,REP-012,PRD-CARD-02,2025,Q3,243,68063
TGT-2025Q3-REP012-GI01,REP-012,PRD-GI-01,2025,Q3,193,27465
TGT-2025Q3-REP012-RESP02,REP-012,PRD-RESP-02,2025,Q3,280,52022
TGT-2025Q3-REP012-RESP01,REP-012,PRD-RESP-01,2025,Q3,280,52022
TGT-2025Q4-REP012-GI03,REP-012,PRD-GI-03,2025,Q4,193,27465
TGT-2025Q4-REP012-GI02,REP-012,PRD-GI-02,2025,Q4,193,27465
TGT-2025Q4-REP012-CARD02,REP-012,PRD-CARD-02,2025,Q4,243,68063
TGT-2025Q4-REP012-GI01,REP-012,PRD-GI-01,2025,Q4,193,27465
TGT-2025Q4-REP012-RESP02,REP-012,PRD-RESP-02,2025,Q4,280,52022
TGT-2025Q4-REP012-RESP01,REP-012,PRD-RESP-01,2025,Q4,280,52022
TGT-2024Q1-REP013-DIAB03,REP-013,PRD-DIAB-03,2024,Q1,530,126092
TGT-2024Q1-REP013-CARD01,REP-013,PRD-CARD-01,2024,Q1,518,129485
TGT-2024Q1-REP013-GI02,REP-013,PRD-GI-02,2024,Q1,376,45476
TGT-2024Q1-REP013-CARD02,REP-013,PRD-CARD-02,2024,Q1,518,129485
TGT-2024Q1-REP013-RESP02,REP-013,PRD-RESP-02,2024,Q1,341,63921
TGT-2024Q1-REP013-RESP03,REP-013,PRD-RESP-03,2024,Q1,341,63921
TGT-2024Q2-REP013-DIAB03,REP-013,PRD-DIAB-03,2024,Q2,530,126092
TGT-2024Q2-REP013-CARD01,REP-013,PRD-CARD-01,2024,Q2,518,129485
TGT-2024Q2-REP013-GI02,REP-013,PRD-GI-02,2024,Q2,376,45476
TGT-2024Q2-REP013-CARD02,REP-013,PRD-CARD-02,2024,Q2,518,129485
TGT-2024Q2-REP013-RESP02,REP-013,PRD-RESP-02,2024,Q2,341,63921
TGT-2024Q2-REP013-RESP03,REP-013,PRD-RESP-03,2024,Q2,341,63921
TGT-2024Q3-REP013-DIAB03,REP-013,PRD-DIAB-03,2024,Q3,530,126092
TGT-2024Q3-REP013-CARD01,REP-013,PRD-CARD-01,2024,Q3,518,129485
TGT-2024Q3-REP013-GI02,REP-013,PRD-GI-02,2024,Q3,376,45476
TGT-2024Q3-REP013-CARD02,REP-013,PRD-CARD-02,2024,Q3,518,129485
TGT-2024Q3-REP013-RESP02,REP-013,PRD-RESP-02,2024,Q3,341,63921
TGT-2024Q3-REP013-RESP03,REP-013,PRD-RESP-03,2024,Q3,341,63921
TGT-2024Q4-REP013-DIAB03,REP-013,PRD-DIAB-03,2024,Q4,530,126092
TGT-2024Q4-REP013-CARD01,REP-013,PRD-CARD-01,2024,Q4,518,129485
TGT-2024Q4-REP013-GI02,REP-013,PRD-GI-02,2024,Q4,376,45476
TGT-2024Q4-REP013-CARD02,REP-013,PRD-CARD-02,2024,Q4,518,129485
TGT-2024Q4-REP013-RESP02,REP-013,PRD-RESP-02,2024,Q4,341,63921
TGT-2024Q4-REP013-RESP03,REP-013,PRD-RESP-03,2024,Q4,341,63921
TGT-2025Q1-REP013-DIAB03,REP-013,PRD-DIAB-03,2025,Q1,266,66502
TGT-2025Q1-REP013-CARD01,REP-013,PRD-CARD-01,2025,Q1,239,66766
TGT-2025Q1-REP013-GI02,REP-013,PRD-GI-02,2025,Q1,189,26942
TGT-2025Q1-REP013-CARD02,REP-013,PRD-CARD-02,2025,Q1,239,66766
TGT-2025Q1-REP013-RESP02,REP-013,PRD-RESP-02,2025,Q1,274,51031
TGT-2025Q1-REP013-RESP03,REP-013,PRD-RESP-03,2025,Q1,274,51031
TGT-2025Q2-REP013-DIAB03,REP-013,PRD-DIAB-03,2025,Q2,266,66502
TGT-2025Q2-REP013-CARD01,REP-013,PRD-CARD-01,2025,Q2,239,66766
TGT-2025Q2-REP013-GI02,REP-013,PRD-GI-02,2025,Q2,189,26942
TGT-2025Q2-REP013-CARD02,REP-013,PRD-CARD-02,2025,Q2,239,66766
TGT-2025Q2-REP013-RESP02,REP-013,PRD-RESP-02,2025,Q2,274,51031
TGT-2025Q2-REP013-RESP03,REP-013,PRD-RESP-03,2025,Q2,274,51031
TGT-2025Q3-REP013-DIAB03,REP-013,PRD-DIAB-03,2025,Q3,266,66502
TGT-2025Q3-REP013-CARD01,REP-013,PRD-CARD-01,2025,Q3,239,66766
TGT-2025Q3-REP013-GI02,REP-013,PRD-GI-02,2025,Q3,189,26942
TGT-2025Q3-REP013-CARD02,REP-013,PRD-CARD-02,2025,Q3,239,66766
TGT-2025Q3-REP013-RESP02,REP-013,PRD-RESP-02,2025,Q3,274,51031
TGT-2025Q3-REP013-RESP03,REP-013,PRD-RESP-03,2025,Q3,274,51031
TGT-2025Q4-REP013-DIAB03,REP-013,PRD-DIAB-03,2025,Q4,266,66502
TGT-2025Q4-REP013-CARD01,REP-013,PRD-CARD-01,2025,Q4,239,66766
TGT-2025Q4-REP013-GI02,REP-013,PRD-GI-02,2025,Q4,189,26942
TGT-2025Q4-REP013-CARD02,REP-013,PRD-CARD-02,2025,Q4,239,66766
TGT-2025Q4-REP013-RESP02,REP-013,PRD-RESP-02,2025,Q4,274,51031
TGT-2025Q4-REP013-RESP03,REP-013,PRD-RESP-03,2025,Q4,274,51031
TGT-2026Q1-REP013-DIAB03,REP-013,PRD-DIAB-03,2026,Q1,264,122206
TGT-2026Q1-REP013-CARD01,REP-013,PRD-CARD-01,2026,Q1,259,89149
TGT-2026Q1-REP013-GI02,REP-013,PRD-GI-02,2026,Q1,187,41861
TGT-2026Q1-REP013-CARD02,REP-013,PRD-CARD-02,2026,Q1,259,89149
TGT-2026Q1-REP013-RESP02,REP-013,PRD-RESP-02,2026,Q1,153,27104
TGT-2026Q1-REP013-RESP03,REP-013,PRD-RESP-03,2026,Q1,153,27104
TGT-2024Q1-REP014-CARD01,REP-014,PRD-CARD-01,2024,Q1,559,139543
TGT-2024Q1-REP014-CARD03,REP-014,PRD-CARD-03,2024,Q1,559,139543
TGT-2024Q1-REP014-RESP03,REP-014,PRD-RESP-03,2024,Q1,367,68886
TGT-2024Q1-REP014-DIAB01,REP-014,PRD-DIAB-01,2024,Q1,571,135885
TGT-2024Q1-REP014-GI03,REP-014,PRD-GI-03,2024,Q1,405,49008
TGT-2024Q1-REP014-GI02,REP-014,PRD-GI-02,2024,Q1,405,49008
TGT-2024Q2-REP014-CARD01,REP-014,PRD-CARD-01,2024,Q2,559,139543
TGT-2024Q2-REP014-CARD03,REP-014,PRD-CARD-03,2024,Q2,559,139543
TGT-2024Q2-REP014-RESP03,REP-014,PRD-RESP-03,2024,Q2,367,68886
TGT-2024Q2-REP014-DIAB01,REP-014,PRD-DIAB-01,2024,Q2,571,135885
TGT-2024Q2-REP014-GI03,REP-014,PRD-GI-03,2024,Q2,405,49008
TGT-2024Q2-REP014-GI02,REP-014,PRD-GI-02,2024,Q2,405,49008
TGT-2024Q3-REP014-CARD01,REP-014,PRD-CARD-01,2024,Q3,559,139543
TGT-2024Q3-REP014-CARD03,REP-014,PRD-CARD-03,2024,Q3,559,139543
TGT-2024Q3-REP014-RESP03,REP-014,PRD-RESP-03,2024,Q3,367,68886
TGT-2024Q3-REP014-DIAB01,REP-014,PRD-DIAB-01,2024,Q3,571,135885
TGT-2024Q3-REP014-GI03,REP-014,PRD-GI-03,2024,Q3,405,49008
TGT-2024Q3-REP014-GI02,REP-014,PRD-GI-02,2024,Q3,405,49008
TGT-2024Q4-REP014-CARD01,REP-014,PRD-CARD-01,2024,Q4,559,139543
TGT-2024Q4-REP014-CARD03,REP-014,PRD-CARD-03,2024,Q4,559,139543
TGT-2024Q4-REP014-RESP03,REP-014,PRD-RESP-03,2024,Q4,367,68886
TGT-2024Q4-REP014-DIAB01,REP-014,PRD-DIAB-01,2024,Q4,571,135885
