invoice_id,distributor_id,rep_id,hcp_id,product_id,qty_packs,unit_price_inr,discount_pct,net_value_inr,invoice_date,channel
INV-20230418-003,DIST-010,REP-031,HCP-0110,PRD-GI-02,69,187,0.05,12257,2023-04-18,Hospital
INV-20230401-003,DIST-010,REP-043,HCP-0122,PRD-GI-02,46,187,0.09,7827,2023-04-01,Stockist
INV-20230413-004,DIST-005,REP-043,HCP-0122,PRD-DIAB-01,46,102,0.06,4410,2023-04-13,Hospital
INV-20230411-002,DIST-036,REP-047,HCP-0130,PRD-CARD-02,35,238,0.08,7663,2023-04-11,Institution
INV-20230417-002,DIST-021,REP-031,HCP-0134,PRD-DIAB-02,72,408,0.04,28200,2023-04-17,Institution
INV-20230420-003,DIST-031,REP-033,HCP-0142,PRD-DIAB-02,30,408,0.04,11750,2023-04-20,Stockist
INV-20230419-005,DIST-021,REP-048,HCP-0149,PRD-RESP-01,50,127,0.04,6096,2023-04-19,Stockist
INV-20230422-003,DIST-034,REP-045,HCP-0153,PRD-DIAB-01,57,102,0.04,5581,2023-04-22,Hospital
INV-20230429-001,DIST-004,REP-050,HCP-0156,PRD-CARD-01,58,297,0.11,15331,2023-04-29,Retail
INV-20230421-007,DIST-011,REP-050,HCP-0156,PRD-DIAB-02,65,408,0.07,24663,2023-04-21,Hospital
INV-20230422-004,DIST-017,REP-045,HCP-0161,PRD-CARD-01,27,297,0.05,7618,2023-04-22,Hospital
INV-20230404-002,DIST-003,REP-049,HCP-0163,PRD-GI-01,83,76,0.06,5929,2023-04-04,Hospital
INV-20230401-004,DIST-038,REP-046,HCP-0166,PRD-CARD-02,57,238,0.10,12209,2023-04-01,Retail
INV-20230408-006,DIST-018,REP-046,HCP-0166,PRD-CARD-02,47,238,0.05,10626,2023-04-08,Stockist
INV-20230413-005,DIST-023,REP-049,HCP-0168,PRD-DIAB-01,58,102,0.04,5679,2023-04-13,Retail
INV-20230421-008,DIST-025,REP-021,HCP-0169,PRD-GI-02,37,187,0.10,6227,2023-04-21,Stockist
INV-20230404-003,DIST-029,REP-033,HCP-0169,PRD-GI-01,100,76,0.10,6840,2023-04-04,Hospital
INV-20230422-005,DIST-006,REP-045,HCP-0171,PRD-DIAB-02,73,408,0.07,27699,2023-04-22,Stockist
INV-20230427-003,DIST-023,REP-040,HCP-0171,PRD-DIAB-01,59,102,0.11,5356,2023-04-27,Stockist
INV-20230405-002,DIST-001,REP-015,HCP-0179,PRD-CARD-01,46,297,0.12,12022,2023-04-05,Institution
INV-20230408-007,DIST-012,REP-015,HCP-0179,PRD-CARD-01,27,297,0.04,7698,2023-04-08,Retail
INV-20230404-004,DIST-011,REP-015,HCP-0179,PRD-CARD-02,29,238,0.10,6211,2023-04-04,Institution
INV-20230417-003,DIST-013,REP-025,HCP-0182,PRD-GI-01,45,76,0.07,3180,2023-04-17,Retail
INV-20230417-004,DIST-026,REP-021,HCP-0182,PRD-CARD-02,41,238,0.05,9270,2023-04-17,Stockist
INV-20230425-001,DIST-029,REP-016,HCP-0184,PRD-GI-01,64,76,0.10,4377,2023-04-25,Stockist
INV-20230410-001,DIST-035,REP-040,HCP-0190,PRD-DIAB-02,42,408,0.03,16621,2023-04-10,Stockist
INV-20230426-001,DIST-035,REP-045,HCP-0198,PRD-GI-02,19,187,0.03,3446,2023-04-26,Retail
INV-20230418-004,DIST-029,REP-045,HCP-0198,PRD-RESP-02,27,272,0.04,7050,2023-04-18,Retail
INV-20230408-008,DIST-035,REP-043,HCP-0212,PRD-RESP-01,55,127,0.10,6286,2023-04-08,Institution
INV-20230411-003,DIST-018,REP-036,HCP-0212,PRD-GI-01,75,76,0.08,5244,2023-04-11,Stockist
INV-20230428-003,DIST-013,REP-019,HCP-0213,PRD-RESP-02,24,272,0.11,5809,2023-04-28,Hospital
INV-20230407-001,DIST-028,REP-019,HCP-0213,PRD-RESP-02,39,272,0.12,9335,2023-04-07,Retail
INV-20230412-005,DIST-039,REP-015,HCP-0218,PRD-RESP-02,74,272,0.03,19524,2023-04-12,Institution
INV-20230417-005,DIST-023,REP-033,HCP-0219,PRD-RESP-01,22,127,0.03,2710,2023-04-17,Stockist
INV-20230415-002,DIST-020,REP-033,HCP-0219,PRD-CARD-01,26,297,0.07,7181,2023-04-15,Stockist
INV-20230422-006,DIST-004,REP-033,HCP-0225,PRD-RESP-01,61,127,0.08,7127,2023-04-22,Retail
INV-20230420-004,DIST-030,REP-048,HCP-0229,PRD-RESP-01,24,127,0.09,2773,2023-04-20,Retail
INV-20230410-002,DIST-031,REP-048,HCP-0229,PRD-RESP-02,19,272,0.05,4909,2023-04-10,Stockist
INV-20230417-006,DIST-012,REP-019,HCP-0231,PRD-RESP-01,89,127,0.09,10285,2023-04-17,Retail
INV-20230417-007,DIST-010,REP-019,HCP-0231,PRD-RESP-01,24,127,0.05,2895,2023-04-17,Stockist
INV-20230427-004,DIST-037,REP-034,HCP-0234,PRD-RESP-01,64,127,0.09,7396,2023-04-27,Institution
INV-20230406-002,DIST-025,REP-034,HCP-0234,PRD-DIAB-01,87,102,0.04,8519,2023-04-06,Retail
INV-20230419-006,DIST-032,REP-035,HCP-0251,PRD-RESP-01,20,127,0.05,2413,2023-04-19,Retail
INV-20230408-009,DIST-018,REP-035,HCP-0251,PRD-DIAB-02,30,408,0.12,10771,2023-04-08,Institution
INV-20230403-002,DIST-015,REP-035,HCP-0251,PRD-DIAB-02,40,408,0.03,15830,2023-04-03,Hospital
INV-20230427-005,DIST-026,REP-045,HCP-0265,PRD-GI-01,10,76,0.05,722,2023-04-27,Hospital
INV-20230421-009,DIST-030,REP-025,HCP-0265,PRD-GI-02,58,187,0.06,10195,2023-04-21,Hospital
INV-20230414-003,DIST-003,REP-018,HCP-0272,PRD-DIAB-01,28,102,0.02,2798,2023-04-14,Retail
INV-20230408-010,DIST-031,REP-040,HCP-0273,PRD-RESP-02,41,272,0.05,10594,2023-04-08,Stockist
INV-20230419-007,DIST-038,REP-040,HCP-0273,PRD-RESP-01,20,127,0.02,2489,2023-04-19,Hospital
INV-20230403-003,DIST-031,REP-027,HCP-0281,PRD-RESP-02,95,272,0.07,24031,2023-04-03,Institution
INV-20230403-004,DIST-020,REP-028,HCP-0281,PRD-CARD-02,40,238,0.03,9234,2023-04-03,Hospital
INV-20230406-003,DIST-035,REP-027,HCP-0281,PRD-CARD-01,68,297,0.10,18176,2023-04-06,Retail
INV-20230425-002,DIST-014,REP-025,HCP-0287,PRD-RESP-01,19,127,0.03,2340,2023-04-25,Retail
INV-20230419-008,DIST-039,REP-025,HCP-0287,PRD-RESP-02,27,272,0.05,6976,2023-04-19,Retail
INV-20230410-003,DIST-039,REP-031,HCP-0289,PRD-RESP-01,29,127,0.08,3388,2023-04-10,Hospital
INV-20230422-007,DIST-003,REP-031,HCP-0289,PRD-CARD-02,30,238,0.12,6283,2023-04-22,Retail
INV-20230418-005,DIST-023,REP-028,HCP-0290,PRD-CARD-01,49,297,0.11,12952,2023-04-18,Institution
INV-20230408-011,DIST-025,REP-027,HCP-0291,PRD-CARD-01,88,297,0.06,24567,2023-04-08,Hospital
INV-20230404-005,DIST-034,REP-035,HCP-0300,PRD-GI-02,21,187,0.05,3730,2023-04-04,Stockist
INV-20230408-012,DIST-011,REP-035,HCP-0300,PRD-GI-02,30,187,0.03,5441,2023-04-08,Stockist
INV-20230403-005,DIST-023,REP-035,HCP-0300,PRD-CARD-02,16,238,0.08,3503,2023-04-03,Retail
INV-20230425-003,DIST-022,REP-045,HCP-0304,PRD-CARD-01,32,297,0.09,8648,2023-04-25,Stockist
INV-20230411-004,DIST-009,REP-016,HCP-0306,PRD-CARD-01,46,297,0.11,12159,2023-04-11,Institution
INV-20230428-004,DIST-036,REP-047,HCP-0306,PRD-RESP-01,93,127,0.04,11338,2023-04-28,Hospital
INV-20230405-003,DIST-032,REP-046,HCP-0316,PRD-CARD-01,26,297,0.02,7567,2023-04-05,Institution
INV-20230412-006,DIST-011,REP-046,HCP-0316,PRD-CARD-01,71,297,0.04,20243,2023-04-12,Hospital
INV-20230406-004,DIST-006,REP-016,HCP-0318,PRD-CARD-01,35,297,0.08,9563,2023-04-06,Institution
INV-20230407-002,DIST-009,REP-016,HCP-0318,PRD-CARD-01,21,297,0.06,5862,2023-04-07,Hospital
INV-20230417-008,DIST-003,REP-021,HCP-0321,PRD-DIAB-01,72,102,0.06,6903,2023-04-17,Stockist
INV-20230413-006,DIST-038,REP-021,HCP-0321,PRD-DIAB-01,72,102,0.11,6536,2023-04-13,Hospital
INV-20230410-004,DIST-031,REP-019,HCP-0325,PRD-GI-02,59,187,0.10,9929,2023-04-10,Hospital
INV-20230425-004,DIST-028,REP-036,HCP-0328,PRD-CARD-02,56,238,0.06,12528,2023-04-25,Retail
INV-20230419-009,DIST-018,REP-036,HCP-0329,PRD-CARD-01,55,297,0.10,14701,2023-04-19,Hospital
INV-20230411-005,DIST-002,REP-033,HCP-0331,PRD-DIAB-01,6,102,0.06,575,2023-04-11,Retail
INV-20230412-007,DIST-033,REP-033,HCP-0331,PRD-CARD-01,12,297,0.07,3314,2023-04-12,Retail
INV-20230412-008,DIST-033,REP-033,HCP-0331,PRD-DIAB-02,8,408,0.06,3068,2023-04-12,Stockist
INV-20230408-013,DIST-037,REP-016,HCP-0334,PRD-GI-02,63,187,0.05,11191,2023-04-08,Retail
INV-20230419-010,DIST-024,REP-046,HCP-0342,PRD-DIAB-02,22,408,0.07,8347,2023-04-19,Hospital
INV-20230427-006,DIST-002,REP-046,HCP-0342,PRD-DIAB-02,22,408,0.05,8527,2023-04-27,Institution
INV-20230424-001,DIST-012,REP-040,HCP-0346,PRD-CARD-01,23,297,0.05,6489,2023-04-24,Stockist
INV-20230417-009,DIST-005,REP-043,HCP-0348,PRD-DIAB-02,45,408,0.09,16707,2023-04-17,Hospital
INV-20230425-005,DIST-011,REP-027,HCP-0350,PRD-GI-02,13,187,0.08,2236,2023-04-25,Retail
INV-20230417-010,DIST-004,REP-027,HCP-0350,PRD-GI-01,51,76,0.09,3527,2023-04-17,Stockist
INV-20230420-005,DIST-005,REP-033,HCP-0359,PRD-CARD-02,75,238,0.03,17314,2023-04-20,Hospital
INV-20230407-003,DIST-012,REP-049,HCP-0362,PRD-CARD-02,11,238,0.05,2487,2023-04-07,Retail
INV-20230419-011,DIST-037,REP-035,HCP-0371,PRD-DIAB-02,48,408,0.04,18800,2023-04-19,Retail
INV-20230410-005,DIST-011,REP-035,HCP-0374,PRD-RESP-01,10,127,0.09,1155,2023-04-10,Stockist
INV-20230418-006,DIST-015,REP-016,HCP-0381,PRD-DIAB-01,37,102,0.08,3472,2023-04-18,Retail
INV-20230419-012,DIST-025,REP-045,HCP-0387,PRD-DIAB-01,85,102,0.08,7976,2023-04-19,Stockist
INV-20230407-004,DIST-029,REP-045,HCP-0387,PRD-CARD-01,64,297,0.07,17677,2023-04-07,Retail
INV-20230414-004,DIST-035,REP-040,HCP-0388,PRD-GI-02,44,187,0.04,7898,2023-04-14,Hospital
INV-20230417-011,DIST-020,REP-028,HCP-0392,PRD-CARD-01,32,297,0.02,9313,2023-04-17,Institution
INV-20230408-014,DIST-039,REP-028,HCP-0392,PRD-RESP-01,41,127,0.12,4582,2023-04-08,Retail
INV-20230429-002,DIST-027,REP-034,HCP-0396,PRD-CARD-01,65,297,0.04,18532,2023-04-29,Hospital
INV-20230407-005,DIST-007,REP-034,HCP-0413,PRD-RESP-02,30,272,0.05,7752,2023-04-07,Institution
INV-20230404-006,DIST-014,REP-034,HCP-0413,PRD-DIAB-01,39,102,0.05,3779,2023-04-04,Retail
INV-20230424-002,DIST-017,REP-050,HCP-0414,PRD-RESP-01,56,127,0.10,6400,2023-04-24,Retail
INV-20230406-005,DIST-029,REP-050,HCP-0414,PRD-DIAB-01,89,102,0.11,8079,2023-04-06,Retail
INV-20230421-010,DIST-031,REP-050,HCP-0414,PRD-CARD-01,53,297,0.09,14324,2023-04-21,Stockist
INV-20230420-006,DIST-030,REP-050,HCP-0415,PRD-GI-01,71,76,0.10,4856,2023-04-20,Stockist
INV-20230420-007,DIST-002,REP-031,HCP-0418,PRD-GI-02,45,187,0.05,7994,2023-04-20,Hospital
INV-20230422-008,DIST-004,REP-047,HCP-0421,PRD-GI-01,11,76,0.09,760,2023-04-22,Retail
INV-20230415-003,DIST-024,REP-047,HCP-0421,PRD-CARD-01,34,297,0.10,9088,2023-04-15,Hospital
INV-20230427-007,DIST-020,REP-018,HCP-0423,PRD-GI-02,23,187,0.10,3870,2023-04-27,Stockist
INV-20230427-008,DIST-022,REP-016,HCP-0428,PRD-DIAB-01,102,102,0.11,9259,2023-04-27,Hospital
INV-20230407-006,DIST-037,REP-043,HCP-0429,PRD-DIAB-02,25,408,0.03,9894,2023-04-07,Hospital
INV-20230426-002,DIST-036,REP-040,HCP-0431,PRD-RESP-02,29,272,0.11,7020,2023-04-26,Stockist
INV-20230414-005,DIST-021,REP-017,HCP-0437,PRD-RESP-02,53,272,0.09,13118,2023-04-14,Retail
INV-20230414-006,DIST-035,REP-047,HCP-0444,PRD-GI-02,62,187,0.09,10550,2023-04-14,Retail
INV-20230405-004,DIST-002,REP-047,HCP-0444,PRD-DIAB-02,66,408,0.07,25043,2023-04-05,Stockist
INV-20230422-009,DIST-034,REP-017,HCP-0449,PRD-GI-01,19,76,0.04,1386,2023-04-22,Stockist
INV-20230421-011,DIST-040,REP-017,HCP-0449,PRD-RESP-01,5,127,0.04,609,2023-04-21,Institution
INV-20230418-007,DIST-014,REP-049,HCP-0450,PRD-DIAB-01,16,102,0.09,1485,2023-04-18,Hospital
INV-20230406-006,DIST-007,REP-019,HCP-0461,PRD-DIAB-02,50,408,0.06,19176,2023-04-06,Hospital
INV-20230413-007,DIST-002,REP-027,HCP-0464,PRD-RESP-02,65,272,0.04,16972,2023-04-13,Retail
INV-20230415-004,DIST-001,REP-038,HCP-0467,PRD-RESP-02,63,272,0.11,15251,2023-04-15,Stockist
INV-20230418-008,DIST-037,REP-034,HCP-0470,PRD-DIAB-02,75,408,0.03,29682,2023-04-18,Retail
INV-20230419-013,DIST-009,REP-046,HCP-0472,PRD-RESP-01,27,127,0.07,3188,2023-04-19,Hospital
INV-20230407-007,DIST-020,REP-017,HCP-0479,PRD-DIAB-02,42,408,0.06,16107,2023-04-07,Retail
INV-20230414-007,DIST-007,REP-027,HCP-0485,PRD-RESP-01,51,127,0.09,5894,2023-04-14,Institution
INV-20230422-010,DIST-013,REP-039,HCP-0486,PRD-RESP-02,90,272,0.02,23990,2023-04-22,Retail
INV-20230411-006,DIST-005,REP-039,HCP-0486,PRD-DIAB-01,114,102,0.06,10930,2023-04-11,Stockist
INV-20230401-005,DIST-010,REP-035,HCP-0487,PRD-GI-02,13,187,0.10,2187,2023-04-01,Retail
INV-20230408-015,DIST-001,REP-035,HCP-0487,PRD-GI-02,43,187,0.05,7638,2023-04-08,Stockist
INV-20230417-012,DIST-026,REP-045,HCP-0488,PRD-GI-01,61,76,0.07,4311,2023-04-17,Retail
INV-20230418-009,DIST-011,REP-038,HCP-0489,PRD-GI-01,36,76,0.05,2599,2023-04-18,Retail
INV-20230425-006,DIST-013,REP-038,HCP-0489,PRD-GI-02,14,187,0.04,2513,2023-04-25,Stockist
INV-20230405-005,DIST-010,REP-043,HCP-0491,PRD-DIAB-02,46,408,0.06,17641,2023-04-05,Hospital
INV-20230406-007,DIST-018,REP-043,HCP-0491,PRD-DIAB-02,5,408,0.12,1795,2023-04-06,Hospital
INV-20230426-003,DIST-028,REP-043,HCP-0491,PRD-CARD-01,14,297,0.03,4033,2023-04-26,Hospital
INV-20230428-005,DIST-019,REP-031,HCP-0495,PRD-CARD-01,26,297,0.11,6872,2023-04-28,Hospital
INV-20230426-004,DIST-040,REP-031,HCP-0495,PRD-CARD-01,22,297,0.06,6141,2023-04-26,Institution
INV-20230426-005,DIST-001,REP-031,HCP-0495,PRD-GI-01,30,76,0.04,2188,2023-04-26,Institution
INV-20230410-006,DIST-002,REP-050,HCP-0496,PRD-GI-02,21,187,0.10,3534,2023-04-10,Hospital
INV-20230414-008,DIST-016,REP-050,HCP-0496,PRD-DIAB-02,25,408,0.04,9792,2023-04-14,Institution
INV-20230407-008,DIST-029,REP-044,HCP-0497,PRD-CARD-01,27,297,0.08,7377,2023-04-07,Stockist
INV-20230407-009,DIST-030,REP-048,HCP-0502,PRD-RESP-02,55,272,0.06,14062,2023-04-07,Institution
INV-20230408-016,DIST-038,REP-038,HCP-0505,PRD-CARD-02,31,238,0.04,7082,2023-04-08,Retail
INV-20230417-013,DIST-007,REP-015,HCP-0510,PRD-GI-01,77,76,0.02,5734,2023-04-17,Hospital
INV-20230417-014,DIST-017,REP-015,HCP-0510,PRD-GI-02,44,187,0.12,7240,2023-04-17,Retail
INV-20230404-007,DIST-003,REP-015,HCP-0512,PRD-CARD-01,86,297,0.03,24775,2023-04-04,Stockist
INV-20230415-005,DIST-005,REP-015,HCP-0512,PRD-RESP-01,60,127,0.04,7315,2023-04-15,Retail
INV-20230405-006,DIST-022,REP-031,HCP-0513,PRD-CARD-01,85,297,0.03,24487,2023-04-05,Retail
INV-20230427-009,DIST-005,REP-017,HCP-0524,PRD-RESP-02,53,272,0.11,12830,2023-04-27,Retail
INV-20230425-007,DIST-011,REP-016,HCP-0524,PRD-RESP-02,42,272,0.09,10395,2023-04-25,Stockist
INV-20230419-014,DIST-033,REP-015,HCP-0535,PRD-RESP-02,30,272,0.07,7588,2023-04-19,Retail
INV-20230414-009,DIST-033,REP-015,HCP-0537,PRD-CARD-02,60,238,0.10,12852,2023-04-14,Hospital
INV-20230422-011,DIST-019,REP-015,HCP-0537,PRD-DIAB-02,13,408,0.05,5038,2023-04-22,Stockist
INV-20230415-006,DIST-002,REP-039,HCP-0540,PRD-GI-02,73,187,0.05,12968,2023-04-15,Retail
INV-20230422-012,DIST-005,REP-043,HCP-0540,PRD-DIAB-02,63,408,0.07,23904,2023-04-22,Stockist
INV-20230406-008,DIST-035,REP-031,HCP-0546,PRD-RESP-01,34,127,0.08,3972,2023-04-06,Hospital
INV-20230403-006,DIST-012,REP-031,HCP-0546,PRD-RESP-02,15,272,0.04,3916,2023-04-03,Stockist
INV-20230411-007,DIST-035,REP-031,HCP-0546,PRD-RESP-01,35,127,0.05,4222,2023-04-11,Hospital
INV-20230411-008,DIST-028,REP-040,HCP-0547,PRD-RESP-02,65,272,0.06,16619,2023-04-11,Stockist
INV-20230420-008,DIST-008,REP-017,HCP-0552,PRD-CARD-01,30,297,0.03,8642,2023-04-20,Stockist
INV-20230419-015,DIST-003,REP-046,HCP-0559,PRD-DIAB-01,12,102,0.03,1187,2023-04-19,Hospital
INV-20230404-008,DIST-004,REP-046,HCP-0559,PRD-RESP-01,10,127,0.02,1244,2023-04-04,Hospital
INV-20230406-009,DIST-010,REP-025,HCP-0576,PRD-GI-01,52,76,0.11,3517,2023-04-06,Retail
INV-20230411-009,DIST-028,REP-021,HCP-0579,PRD-DIAB-02,59,408,0.05,22868,2023-04-11,Stockist
INV-20230413-008,DIST-031,REP-021,HCP-0579,PRD-DIAB-02,81,408,0.09,30073,2023-04-13,Institution
INV-20230414-010,DIST-017,REP-021,HCP-0579,PRD-GI-02,69,187,0.05,12257,2023-04-14,Hospital
INV-20230412-009,DIST-011,REP-031,HCP-0596,PRD-CARD-01,17,297,0.11,4493,2023-04-12,Stockist
INV-20230406-010,DIST-036,REP-031,HCP-0596,PRD-GI-02,35,187,0.06,6152,2023-04-06,Retail
INV-20230424-003,DIST-020,REP-050,HCP-0598,PRD-GI-02,59,187,0.11,9819,2023-04-24,Hospital
INV-20230424-004,DIST-014,REP-050,HCP-0598,PRD-CARD-02,47,238,0.07,10402,2023-04-24,Institution
INV-20230421-012,DIST-029,REP-045,HCP-0608,PRD-CARD-02,15,238,0.05,3391,2023-04-21,Hospital
INV-20230417-015,DIST-035,REP-045,HCP-0608,PRD-CARD-02,39,238,0.04,8910,2023-04-17,Stockist
INV-20230422-013,DIST-027,REP-045,HCP-0608,PRD-DIAB-02,23,408,0.09,8539,2023-04-22,Stockist
INV-20230405-007,DIST-021,REP-049,HCP-0610,PRD-CARD-02,40,238,0.02,9329,2023-04-05,Hospital
INV-20230404-009,DIST-016,REP-033,HCP-0622,PRD-GI-01,17,76,0.08,1188,2023-04-04,Retail
INV-20230417-016,DIST-032,REP-033,HCP-0622,PRD-DIAB-01,53,102,0.09,4919,2023-04-17,Stockist
INV-20230413-009,DIST-039,REP-049,HCP-0625,PRD-DIAB-01,112,102,0.03,11081,2023-04-13,Hospital
INV-20230407-010,DIST-028,REP-033,HCP-0637,PRD-CARD-02,36,238,0.10,7711,2023-04-07,Stockist
INV-20230403-007,DIST-032,REP-033,HCP-0637,PRD-GI-01,45,76,0.05,3249,2023-04-03,Stockist
INV-20230403-008,DIST-002,REP-015,HCP-0645,PRD-GI-01,50,76,0.06,3572,2023-04-03,Institution
INV-20230413-010,DIST-035,REP-046,HCP-0651,PRD-CARD-01,23,297,0.05,6489,2023-04-13,Stockist
INV-20230414-011,DIST-028,REP-044,HCP-0653,PRD-RESP-02,44,272,0.09,10890,2023-04-14,Institution
INV-20230424-005,DIST-009,REP-044,HCP-0653,PRD-RESP-01,31,127,0.06,3700,2023-04-24,Retail
INV-20230410-007,DIST-009,REP-048,HCP-0657,PRD-DIAB-01,32,102,0.05,3100,2023-04-10,Hospital
INV-20230415-007,DIST-035,REP-019,HCP-0663,PRD-GI-01,61,76,0.10,4172,2023-04-15,Stockist
INV-20230413-011,DIST-011,REP-048,HCP-0674,PRD-RESP-01,15,127,0.10,1714,2023-04-13,Institution
INV-20230401-006,DIST-006,REP-047,HCP-0674,PRD-CARD-02,27,238,0.02,6297,2023-04-01,Stockist
INV-20230422-014,DIST-012,REP-048,HCP-0674,PRD-CARD-02,42,238,0.08,9196,2023-04-22,Stockist
INV-20230406-011,DIST-036,REP-031,HCP-0677,PRD-GI-01,47,76,0.04,3429,2023-04-06,Retail
INV-20230404-010,DIST-004,REP-031,HCP-0677,PRD-DIAB-02,33,408,0.09,12252,2023-04-04,Institution
INV-20230424-006,DIST-031,REP-017,HCP-0682,PRD-DIAB-02,46,408,0.07,17454,2023-04-24,Stockist
INV-20230408-017,DIST-024,REP-034,HCP-0683,PRD-CARD-01,24,297,0.10,6415,2023-04-08,Hospital
INV-20230407-011,DIST-033,REP-034,HCP-0683,PRD-RESP-01,50,127,0.09,5778,2023-04-07,Hospital
